playerId,playerName,date,distanceCoveredKm,topSpeedKmh,avgHeartRate,sleepHours,fatigueScore
2,Sofyan Amrabat,2026-06-05,14.16,30.5,151,7.6,6
1,Achraf Hakimi,2026-06-11,11.65,33.9,165,7.0,6
5,Yassine Bounou,2026-06-08,11.84,33.9,148,6.8,9
4,Brahim Diaz,2026-06-18,7.71,33.3,151,7.7,8
5,Yassine Bounou,2026-06-01,10.78,30.3,138,7.1,9
4,Brahim Diaz,2026-06-28,5.21,29.5,146,6.9,2
3,Hakim Ziyech,2026-06-11,6.91,32.4,159,5.4,8
1,Achraf Hakimi,2026-06-30,13.56,30.1,184,6.3,4
3,Hakim Ziyech,2026-06-06,12.19,32.1,174,9.0,9
2,Sofyan Amrabat,2026-06-11,10.33,28.3,148,6.6,9
4,Brahim Diaz,2026-06-10,10.33,34.9,132,7.8,9
5,Yassine Bounou,2026-06-22,9.98,32.4,160,5.5,5
5,Yassine Bounou,2026-06-15,11.61,31.5,149,6.0,3
3,Hakim Ziyech,2026-06-22,12.76,26.3,155,6.8,3
3,Hakim Ziyech,2026-06-01,6.66,29.4,140,7.8,3
3,Hakim Ziyech,2026-06-09,12.99,31.3,154,5.3,6
2,Sofyan Amrabat,2026-06-21,8.25,25.1,172,7.1,3
1,Achraf Hakimi,2026-06-10,6.62,27.0,147,6.9,8
1,Achraf Hakimi,2026-06-30,7.37,28.8,155,6.7,10
2,Sofyan Amrabat,2026-06-04,10.20,25.6,170,8.5,2
5,Yassine Bounou,2026-06-07,5.21,30.3,159,8.6,6
5,Yassine Bounou,2026-06-13,9.31,29.3,158,6.4,7
4,Brahim Diaz,2026-06-12,11.63,28.6,142,6.8,6
3,Hakim Ziyech,2026-06-22,9.63,34.8,180,6.5,4
3,Hakim Ziyech,2026-06-08,5.45,28.4,163,8.4,3
5,Yassine Bounou,2026-06-01,14.35,33.2,169,8.6,6
2,Sofyan Amrabat,2026-06-14,10.80,33.2,151,7.0,8
3,Hakim Ziyech,2026-06-29,9.82,29.4,156,7.0,5
2,Sofyan Amrabat,2026-06-14,11.46,26.4,160,7.9,4
2,Sofyan Amrabat,2026-06-06,6.38,28.4,150,8.8,5
4,Brahim Diaz,2026-06-19,14.23,25.9,136,7.8,2
5,Yassine Bounou,2026-06-27,14.16,28.0,177,6.9,8
3,Hakim Ziyech,2026-06-21,7.63,33.2,131,7.2,10
3,Hakim Ziyech,2026-06-24,14.89,33.6,160,7.6,10
3,Hakim Ziyech,2026-06-13,12.53,29.3,154,7.1,10
2,Sofyan Amrabat,2026-06-25,10.55,31.7,145,7.2,9
4,Brahim Diaz,2026-06-01,10.71,33.8,149,7.5,3
2,Sofyan Amrabat,2026-06-22,10.16,32.7,139,8.2,5
1,Achraf Hakimi,2026-06-07,10.86,28.6,138,7.3,7
1,Achraf Hakimi,2026-06-02,6.35,25.7,143,5.5,5
4,Brahim Diaz,2026-06-02,12.55,30.8,141,6.0,2
5,Yassine Bounou,2026-06-07,7.59,33.8,155,8.1,9
2,Sofyan Amrabat,2026-06-24,9.04,25.4,167,8.3,6
4,Brahim Diaz,2026-06-23,7.22,27.7,135,8.5,6
2,Sofyan Amrabat,2026-06-23,11.33,29.4,177,6.9,10
3,Hakim Ziyech,2026-06-23,14.39,30.4,137,6.9,10
5,Yassine Bounou,2026-06-14,7.24,25.6,175,6.3,3
5,Yassine Bounou,2026-06-04,8.08,26.0,153,6.0,1
1,Achraf Hakimi,2026-06-06,12.12,26.9,130,6.8,3
3,Hakim Ziyech,2026-06-11,5.90,28.9,139,5.3,4
3,Hakim Ziyech,2026-06-13,5.69,27.0,163,8.9,7
5,Yassine Bounou,2026-06-29,13.74,25.5,165,6.2,5
2,Sofyan Amrabat,2026-06-08,14.95,27.2,134,8.9,6
2,Sofyan Amrabat,2026-06-28,7.11,26.0,137,9.0,3
5,Yassine Bounou,2026-06-11,14.83,33.1,171,8.9,3
2,Sofyan Amrabat,2026-06-21,6.73,29.2,173,7.6,10
4,Brahim Diaz,2026-06-14,9.06,34.7,130,7.6,2
2,Sofyan Amrabat,2026-06-05,8.87,31.2,152,6.4,8
4,Brahim Diaz,2026-06-06,7.32,32.1,131,8.7,7
1,Achraf Hakimi,2026-06-27,10.07,34.9,165,8.7,4
2,Sofyan Amrabat,2026-06-27,14.98,33.9,184,7.5,3
5,Yassine Bounou,2026-06-13,7.42,31.8,153,6.5,10
4,Brahim Diaz,2026-06-10,6.96,26.8,156,7.5,10
2,Sofyan Amrabat,2026-06-20,13.26,28.7,173,7.5,2
5,Yassine Bounou,2026-06-02,11.87,34.2,154,5.5,10
3,Hakim Ziyech,2026-06-26,10.16,28.6,156,8.8,4
2,Sofyan Amrabat,2026-06-26,10.31,30.6,152,7.2,2
2,Sofyan Amrabat,2026-06-04,10.49,27.2,130,5.5,7
1,Achraf Hakimi,2026-06-16,6.66,31.4,135,5.1,5
1,Achraf Hakimi,2026-06-13,10.48,25.0,131,6.7,5
5,Yassine Bounou,2026-06-02,6.09,28.0,139,7.6,4
3,Hakim Ziyech,2026-06-27,11.43,28.8,165,5.3,2
5,Yassine Bounou,2026-06-20,12.55,33.4,172,7.3,7
3,Hakim Ziyech,2026-06-05,9.36,30.8,137,6.3,9
3,Hakim Ziyech,2026-06-03,13.53,28.5,133,8.1,6
1,Achraf Hakimi,2026-06-08,6.10,25.0,139,6.9,8
2,Sofyan Amrabat,2026-06-16,9.21,27.9,149,8.5,1
2,Sofyan Amrabat,2026-06-29,11.96,31.8,142,7.8,4
4,Brahim Diaz,2026-06-23,6.02,29.8,136,6.6,2
5,Yassine Bounou,2026-06-02,7.40,34.7,181,6.2,5
5,Yassine Bounou,2026-06-19,13.99,27.3,174,7.8,1
4,Brahim Diaz,2026-06-27,12.92,30.1,130,7.4,6
4,Brahim Diaz,2026-06-30,8.24,31.6,166,6.5,10
1,Achraf Hakimi,2026-06-21,6.82,33.5,166,7.0,2
5,Yassine Bounou,2026-06-21,13.30,28.7,133,7.5,1
1,Achraf Hakimi,2026-06-17,5.32,34.2,172,6.8,7
3,Hakim Ziyech,2026-06-04,5.17,25.1,133,6.8,8
1,Achraf Hakimi,2026-06-16,11.14,31.6,180,7.3,2
5,Yassine Bounou,2026-06-07,6.45,31.4,180,5.2,10
3,Hakim Ziyech,2026-06-17,11.86,29.5,136,7.2,3
4,Brahim Diaz,2026-06-30,13.61,25.6,160,6.2,9
5,Yassine Bounou,2026-06-17,12.30,33.3,184,6.2,7
5,Yassine Bounou,2026-06-02,11.95,33.7,145,8.5,1
4,Brahim Diaz,2026-06-19,7.16,28.0,155,7.2,8
5,Yassine Bounou,2026-06-26,6.78,31.5,155,6.6,2
4,Brahim Diaz,2026-06-21,11.63,33.9,161,7.9,3
5,Yassine Bounou,2026-06-23,14.02,26.3,150,7.7,1
3,Hakim Ziyech,2026-06-24,9.05,32.0,147,8.7,8
2,Sofyan Amrabat,2026-06-03,9.24,26.5,136,6.9,5
3,Hakim Ziyech,2026-06-23,7.99,27.5,131,6.8,3
2,Sofyan Amrabat,2026-06-14,5.48,32.1,140,8.7,4
5,Yassine Bounou,2026-06-20,13.74,33.8,155,9.0,6
3,Hakim Ziyech,2026-06-09,9.53,34.2,136,8.2,6
4,Brahim Diaz,2026-06-09,10.63,25.9,130,6.8,5
5,Yassine Bounou,2026-06-02,12.54,28.7,151,8.4,9
2,Sofyan Amrabat,2026-06-24,11.36,30.8,177,8.1,9
2,Sofyan Amrabat,2026-06-22,7.96,29.0,184,8.5,9
5,Yassine Bounou,2026-06-29,7.79,28.4,157,6.5,2
2,Sofyan Amrabat,2026-06-07,11.70,29.9,131,7.3,3
3,Hakim Ziyech,2026-06-09,10.50,27.2,131,8.0,2
3,Hakim Ziyech,2026-06-13,11.25,30.2,170,6.9,10
4,Brahim Diaz,2026-06-18,10.57,27.0,179,5.3,8
4,Brahim Diaz,2026-06-28,7.49,33.3,180,8.7,6
5,Yassine Bounou,2026-06-08,14.44,27.4,138,5.5,5
4,Brahim Diaz,2026-06-08,9.85,33.9,158,7.3,9
1,Achraf Hakimi,2026-06-02,5.86,32.0,164,8.2,1
1,Achraf Hakimi,2026-06-23,14.32,28.7,170,7.7,2
2,Sofyan Amrabat,2026-06-18,12.97,33.4,156,8.0,3
5,Yassine Bounou,2026-06-09,8.48,26.1,153,7.4,1
4,Brahim Diaz,2026-06-16,7.32,27.1,161,8.0,6
4,Brahim Diaz,2026-06-29,11.57,33.1,130,5.4,10
5,Yassine Bounou,2026-06-04,6.22,26.9,131,8.7,2
4,Brahim Diaz,2026-06-07,5.53,30.6,175,7.7,1
2,Sofyan Amrabat,2026-06-12,11.69,31.9,141,8.6,3
5,Yassine Bounou,2026-06-15,9.92,33.2,167,7.5,8
3,Hakim Ziyech,2026-06-29,11.39,32.6,170,5.1,1
4,Brahim Diaz,2026-06-09,5.14,32.4,144,6.5,5
4,Brahim Diaz,2026-06-22,5.67,27.9,174,5.4,10
1,Achraf Hakimi,2026-06-06,11.38,32.9,151,7.0,7
4,Brahim Diaz,2026-06-21,7.50,33.3,183,6.1,8
4,Brahim Diaz,2026-06-06,12.67,32.2,167,6.9,10
1,Achraf Hakimi,2026-06-01,10.01,29.6,145,5.9,10
4,Brahim Diaz,2026-06-16,12.43,28.9,175,9.0,10
1,Achraf Hakimi,2026-06-05,9.77,35.0,131,6.6,6
5,Yassine Bounou,2026-06-12,6.08,32.2,184,7.1,2
3,Hakim Ziyech,2026-06-03,9.55,26.9,144,6.2,10
2,Sofyan Amrabat,2026-06-28,5.08,29.8,164,8.7,8
3,Hakim Ziyech,2026-06-10,8.90,26.9,163,6.0,4
1,Achraf Hakimi,2026-06-14,10.24,34.4,180,5.7,8
2,Sofyan Amrabat,2026-06-29,14.66,27.2,158,7.7,2
4,Brahim Diaz,2026-06-20,6.16,34.5,169,6.6,9
2,Sofyan Amrabat,2026-06-15,13.65,26.4,180,7.7,9
5,Yassine Bounou,2026-06-26,13.07,30.4,140,7.8,10
4,Brahim Diaz,2026-06-25,11.40,29.2,176,7.6,9
2,Sofyan Amrabat,2026-06-15,7.05,27.1,158,6.2,7
4,Brahim Diaz,2026-06-23,10.36,26.1,133,5.4,7
3,Hakim Ziyech,2026-06-01,11.06,32.4,165,6.8,5
5,Yassine Bounou,2026-06-26,5.63,25.3,142,8.5,9
2,Sofyan Amrabat,2026-06-02,6.37,29.1,130,6.6,9
3,Hakim Ziyech,2026-06-21,11.98,27.1,178,6.0,10
3,Hakim Ziyech,2026-06-02,7.53,34.6,163,5.7,3
4,Brahim Diaz,2026-06-29,11.50,26.0,164,7.1,2
4,Brahim Diaz,2026-06-07,5.60,30.5,176,6.2,6
4,Brahim Diaz,2026-06-06,13.28,29.7,158,5.4,10
2,Sofyan Amrabat,2026-06-22,9.93,34.5,168,7.6,3
5,Yassine Bounou,2026-06-14,8.87,27.8,140,8.7,9
3,Hakim Ziyech,2026-06-01,11.08,29.3,159,6.5,3
3,Hakim Ziyech,2026-06-20,11.24,30.4,170,6.7,6
2,Sofyan Amrabat,2026-06-22,9.61,34.6,154,8.5,10
5,Yassine Bounou,2026-06-25,8.29,28.5,174,8.8,1
4,Brahim Diaz,2026-06-16,6.67,33.5,133,7.3,8
1,Achraf Hakimi,2026-06-13,6.90,28.5,173,8.4,8
4,Brahim Diaz,2026-06-16,7.69,32.6,160,6.5,10
1,Achraf Hakimi,2026-06-12,7.86,25.5,154,5.4,5
5,Yassine Bounou,2026-06-01,12.02,32.6,165,6.6,4
3,Hakim Ziyech,2026-06-06,5.62,32.4,167,5.1,6
4,Brahim Diaz,2026-06-26,9.53,26.2,142,5.8,1
4,Brahim Diaz,2026-06-28,14.85,27.6,163,6.0,9
4,Brahim Diaz,2026-06-17,7.91,33.0,161,6.4,2
1,Achraf Hakimi,2026-06-08,11.34,25.0,146,6.6,5
4,Brahim Diaz,2026-06-15,9.10,26.8,165,7.0,4
5,Yassine Bounou,2026-06-10,8.84,31.2,179,7.2,9
5,Yassine Bounou,2026-06-02,5.50,33.6,183,6.5,5
2,Sofyan Amrabat,2026-06-16,8.47,35.0,170,8.7,8
1,Achraf Hakimi,2026-06-07,6.55,30.3,161,6.6,1
4,Brahim Diaz,2026-06-27,11.55,25.9,166,8.1,5
4,Brahim Diaz,2026-06-01,9.55,33.5,160,7.4,3
3,Hakim Ziyech,2026-06-24,13.30,29.9,157,8.9,1
2,Sofyan Amrabat,2026-06-22,9.37,30.6,164,5.5,10
5,Yassine Bounou,2026-06-18,9.59,26.2,141,6.4,5
1,Achraf Hakimi,2026-06-29,13.61,28.0,161,5.2,2
2,Sofyan Amrabat,2026-06-08,5.94,25.9,148,7.9,3
4,Brahim Diaz,2026-06-01,13.09,34.9,131,6.0,4
1,Achraf Hakimi,2026-06-13,9.30,26.4,130,5.9,10
4,Brahim Diaz,2026-06-14,12.50,26.3,150,7.1,10
2,Sofyan Amrabat,2026-06-02,5.45,30.8,179,6.2,8
4,Brahim Diaz,2026-06-17,9.03,25.0,155,5.4,3
1,Achraf Hakimi,2026-06-10,5.95,32.5,142,7.6,9
2,Sofyan Amrabat,2026-06-09,6.09,32.1,151,6.6,8
5,Yassine Bounou,2026-06-03,6.73,34.7,157,7.8,2
5,Yassine Bounou,2026-06-06,5.09,32.8,157,8.9,7
1,Achraf Hakimi,2026-06-17,10.64,25.1,140,6.1,4
2,Sofyan Amrabat,2026-06-30,9.03,29.5,172,5.4,10
1,Achraf Hakimi,2026-06-28,7.85,27.9,169,6.0,7
1,Achraf Hakimi,2026-06-14,5.62,34.7,178,8.9,2
5,Yassine Bounou,2026-06-12,6.60,29.2,134,5.8,3
5,Yassine Bounou,2026-06-20,13.34,25.2,152,8.1,4
1,Achraf Hakimi,2026-06-09,6.95,31.1,172,8.7,1
4,Brahim Diaz,2026-06-27,14.14,28.8,163,7.5,3
2,Sofyan Amrabat,2026-06-08,7.33,33.6,182,9.0,10
5,Yassine Bounou,2026-06-09,11.52,29.4,177,5.2,10
2,Sofyan Amrabat,2026-06-27,8.89,25.8,157,8.5,8
1,Achraf Hakimi,2026-06-16,12.39,28.2,158,7.4,3
4,Brahim Diaz,2026-06-29,10.00,30.7,157,8.4,8
3,Hakim Ziyech,2026-06-01,6.29,29.8,141,6.8,9
5,Yassine Bounou,2026-06-13,7.29,25.1,142,8.3,4
5,Yassine Bounou,2026-06-23,8.60,26.9,131,6.3,8
2,Sofyan Amrabat,2026-06-12,11.84,33.2,135,7.4,6
2,Sofyan Amrabat,2026-06-13,8.31,25.9,152,7.2,6
1,Achraf Hakimi,2026-06-19,14.61,28.6,167,7.7,5
2,Sofyan Amrabat,2026-06-06,13.50,25.6,136,8.6,6
2,Sofyan Amrabat,2026-06-20,10.98,34.3,143,7.4,8
5,Yassine Bounou,2026-06-30,14.37,32.0,181,7.5,2
2,Sofyan Amrabat,2026-06-18,5.41,31.3,131,6.4,5
5,Yassine Bounou,2026-06-01,14.05,33.1,142,6.4,10
5,Yassine Bounou,2026-06-25,14.34,35.0,182,7.4,3
2,Sofyan Amrabat,2026-06-04,7.07,26.0,155,6.7,9
2,Sofyan Amrabat,2026-06-12,14.27,34.4,154,5.8,10
2,Sofyan Amrabat,2026-06-24,14.22,27.4,183,6.6,10
3,Hakim Ziyech,2026-06-09,10.67,30.3,157,8.6,6
5,Yassine Bounou,2026-06-23,5.39,30.6,156,5.1,9
2,Sofyan Amrabat,2026-06-19,10.82,30.1,146,7.9,3
4,Brahim Diaz,2026-06-21,8.60,27.7,141,6.8,1
1,Achraf Hakimi,2026-06-12,14.43,32.0,179,8.0,1
3,Hakim Ziyech,2026-06-20,8.61,32.1,177,8.8,7
1,Achraf Hakimi,2026-06-29,11.59,32.2,157,7.8,6
1,Achraf Hakimi,2026-06-11,7.83,32.2,148,6.8,9
3,Hakim Ziyech,2026-06-03,11.19,29.3,136,8.6,1
4,Brahim Diaz,2026-06-13,11.28,27.3,161,7.7,9
2,Sofyan Amrabat,2026-06-04,12.26,28.1,184,6.6,2
3,Hakim Ziyech,2026-06-15,9.92,32.6,179,8.8,5
3,Hakim Ziyech,2026-06-04,5.95,31.6,170,5.0,4
1,Achraf Hakimi,2026-06-17,8.42,34.9,158,6.2,4
3,Hakim Ziyech,2026-06-05,9.16,26.9,136,6.6,9
1,Achraf Hakimi,2026-06-19,5.12,25.2,141,7.3,7
2,Sofyan Amrabat,2026-06-09,12.58,26.2,157,5.5,2
5,Yassine Bounou,2026-06-30,11.81,34.9,176,5.7,9
3,Hakim Ziyech,2026-06-23,7.95,30.9,171,6.6,7
3,Hakim Ziyech,2026-06-28,14.02,25.2,176,6.6,7
3,Hakim Ziyech,2026-06-17,7.84,25.6,171,8.6,4
4,Brahim Diaz,2026-06-14,5.94,28.0,139,6.0,4
1,Achraf Hakimi,2026-06-04,6.57,26.6,143,6.2,5
3,Hakim Ziyech,2026-06-30,13.11,34.7,182,6.9,3
5,Yassine Bounou,2026-06-10,12.72,26.5,161,6.5,2
2,Sofyan Amrabat,2026-06-05,8.53,26.5,134,5.6,6
1,Achraf Hakimi,2026-06-11,12.02,27.5,137,7.4,8
2,Sofyan Amrabat,2026-06-16,8.56,30.3,137,8.5,7
4,Brahim Diaz,2026-06-20,11.33,31.8,169,8.2,10
3,Hakim Ziyech,2026-06-14,12.57,31.1,143,5.3,2
2,Sofyan Amrabat,2026-06-07,5.96,33.1,169,5.3,5
1,Achraf Hakimi,2026-06-20,10.18,28.6,148,8.9,6
1,Achraf Hakimi,2026-06-25,5.79,30.3,138,7.3,7
4,Brahim Diaz,2026-06-02,13.58,33.3,164,5.4,9
1,Achraf Hakimi,2026-06-10,9.87,29.0,130,6.6,10
5,Yassine Bounou,2026-06-16,6.44,28.5,153,8.4,5
3,Hakim Ziyech,2026-06-19,13.48,28.6,172,7.9,7
2,Sofyan Amrabat,2026-06-11,8.24,25.9,178,5.4,8
4,Brahim Diaz,2026-06-19,13.49,25.9,135,8.8,4
5,Yassine Bounou,2026-06-04,5.53,31.1,153,5.9,4
3,Hakim Ziyech,2026-06-19,6.22,25.9,174,7.1,1
1,Achraf Hakimi,2026-06-21,7.71,28.9,158,6.5,10
3,Hakim Ziyech,2026-06-10,8.40,30.8,167,7.5,10
3,Hakim Ziyech,2026-06-27,8.03,25.2,168,7.2,7
3,Hakim Ziyech,2026-06-04,10.61,28.0,159,6.5,1
3,Hakim Ziyech,2026-06-05,7.39,27.2,147,8.6,6
4,Brahim Diaz,2026-06-26,12.98,32.9,155,8.6,8
3,Hakim Ziyech,2026-06-02,14.02,27.5,176,5.2,8
4,Brahim Diaz,2026-06-09,8.11,29.9,182,8.4,6
5,Yassine Bounou,2026-06-14,14.20,29.7,177,5.9,9
3,Hakim Ziyech,2026-06-02,12.91,27.4,145,8.5,3
5,Yassine Bounou,2026-06-20,8.59,27.2,176,5.0,9
2,Sofyan Amrabat,2026-06-30,5.98,28.1,161,5.4,6
1,Achraf Hakimi,2026-06-29,14.28,27.7,171,6.9,1
1,Achraf Hakimi,2026-06-27,5.46,26.4,162,6.6,5
5,Yassine Bounou,2026-06-13,8.52,28.1,180,6.7,1
4,Brahim Diaz,2026-06-01,14.24,25.2,137,8.3,8
5,Yassine Bounou,2026-06-22,5.23,31.3,162,6.4,4
5,Yassine Bounou,2026-06-18,9.97,25.3,142,7.5,3
4,Brahim Diaz,2026-06-17,10.81,31.6,164,5.8,9
5,Yassine Bounou,2026-06-08,5.29,29.9,143,7.9,3
2,Sofyan Amrabat,2026-06-17,6.27,34.6,141,8.2,1
4,Brahim Diaz,2026-06-13,7.10,25.7,167,6.0,10
5,Yassine Bounou,2026-06-26,14.21,26.8,146,8.8,4
1,Achraf Hakimi,2026-06-15,7.45,32.5,139,8.6,5
5,Yassine Bounou,2026-06-28,9.57,33.9,165,5.6,1
1,Achraf Hakimi,2026-06-06,6.14,25.0,178,7.5,10
4,Brahim Diaz,2026-06-12,6.24,29.4,150,6.4,6
5,Yassine Bounou,2026-06-29,12.26,30.9,166,7.0,9
2,Sofyan Amrabat,2026-06-03,6.76,31.1,174,8.7,2
1,Achraf Hakimi,2026-06-13,11.99,30.4,136,7.1,3
1,Achraf Hakimi,2026-06-29,7.92,31.1,138,7.2,4
2,Sofyan Amrabat,2026-06-28,9.81,26.0,178,7.1,1
4,Brahim Diaz,2026-06-25,8.66,27.2,180,8.6,7
3,Hakim Ziyech,2026-06-10,6.14,28.2,153,7.5,9
5,Yassine Bounou,2026-06-30,6.65,30.1,161,6.5,2
3,Hakim Ziyech,2026-06-20,5.17,29.8,147,7.4,10
1,Achraf Hakimi,2026-06-19,9.27,33.8,153,5.4,5
5,Yassine Bounou,2026-06-27,6.55,29.7,152,8.4,2
3,Hakim Ziyech,2026-06-30,11.92,33.8,143,7.3,10
4,Brahim Diaz,2026-06-08,5.76,32.4,156,7.3,2
3,Hakim Ziyech,2026-06-12,9.73,26.7,144,6.0,9
5,Yassine Bounou,2026-06-05,11.96,25.3,166,8.6,9
5,Yassine Bounou,2026-06-10,7.11,25.5,179,5.3,8
5,Yassine Bounou,2026-06-16,14.91,30.7,183,5.7,10
4,Brahim Diaz,2026-06-19,13.88,26.5,144,6.0,2
4,Brahim Diaz,2026-06-27,6.36,31.9,174,6.0,9
3,Hakim Ziyech,2026-06-14,9.15,25.1,169,7.4,2
4,Brahim Diaz,2026-06-14,11.75,33.1,168,7.3,7
3,Hakim Ziyech,2026-06-06,7.57,31.5,162,7.2,1
2,Sofyan Amrabat,2026-06-30,7.41,33.3,163,8.6,10
1,Achraf Hakimi,2026-06-29,14.26,34.4,182,6.1,4
5,Yassine Bounou,2026-06-15,10.63,25.8,182,6.7,9
1,Achraf Hakimi,2026-06-08,6.98,33.1,182,7.7,5
5,Yassine Bounou,2026-06-03,5.82,33.6,147,8.4,9
3,Hakim Ziyech,2026-06-20,7.41,26.9,153,8.4,3
1,Achraf Hakimi,2026-06-19,8.00,28.7,130,7.2,2
5,Yassine Bounou,2026-06-04,5.36,33.7,149,7.8,8
1,Achraf Hakimi,2026-06-18,10.79,28.7,180,5.2,10
1,Achraf Hakimi,2026-06-17,11.87,31.9,169,6.2,1
4,Brahim Diaz,2026-06-05,8.99,31.3,144,5.0,5
3,Hakim Ziyech,2026-06-14,11.64,33.5,146,7.7,6
3,Hakim Ziyech,2026-06-05,6.57,27.6,132,6.9,2
4,Brahim Diaz,2026-06-17,11.47,32.7,146,8.9,2
1,Achraf Hakimi,2026-06-16,5.20,27.3,180,8.9,1
1,Achraf Hakimi,2026-06-27,14.61,30.8,176,5.0,8
2,Sofyan Amrabat,2026-06-04,10.00,33.5,139,8.1,7
2,Sofyan Amrabat,2026-06-20,11.52,31.1,168,6.3,2
4,Brahim Diaz,2026-06-23,13.50,33.1,173,7.9,9
5,Yassine Bounou,2026-06-09,14.51,27.3,175,8.5,9
4,Brahim Diaz,2026-06-22,9.77,27.3,169,5.7,6
5,Yassine Bounou,2026-06-04,10.56,32.1,158,8.7,7
2,Sofyan Amrabat,2026-06-19,8.97,33.4,148,6.4,8
3,Hakim Ziyech,2026-06-13,12.43,32.1,153,6.8,1
